title,runtime_raw,imdb_rating_raw,genre_raw,release_year_raw,runtime,imdb_rating,release_year,genre
The Caveman's Valentine ,105.0,6.0,Crime|Drama|Music|Mystery|Thriller,2001.0,105.0,6.0,2001.0,Crime|Drama|Music|Mystery|Thriller
Downfall ,178.0,8.3,Biography|Drama|History|War,2004.0,178.0,8.3,2004.0,Biography|Drama|History|War
The Sea Inside ,125.0,8.1,Biography|Drama|Romance,2004.0,125.0,8.1,2004.0,Biography|Drama|Romance
Under the Skin ,108.0,6.3,Drama|Horror|Sci-Fi|Thriller,2013.0,108.0,6.3,2013.0,Drama|Horror|Sci-Fi|Thriller
"Good Morning, Vietnam ",121.0,7.3,Biography|Comedy|Drama|War,1987.0,121.0,7.3,1987.0,Biography|Comedy|Drama|War
The Last Godfather ,100.0,3.6,Comedy,2010.0,100.0,3.6,2010.0,Comedy
Justin Bieber: Never Say Never ,115.0,1.6,Documentary|Music,2011.0,115.0,1.6,2011.0,Documentary|Music
Black Swan ,108.0,8.0,Drama|Thriller,2010.0,108.0,8.0,2010.0,Drama|Thriller
The Godfather: Part II ,220.0,9.0,Crime|Drama,1974.0,220.0,9.0,1974.0,Crime|Drama
Save the Last Dance ,112.0,6.1,Drama|Music|Romance,2001.0,112.0,6.1,2001.0,Drama|Music|Romance
A Nightmare on Elm Street 4: The Dream Master ,99.0,5.7,Fantasy|Horror|Thriller,1988.0,99.0,5.7,1988.0,Fantasy|Horror|Thriller
Miracles from Heaven ,109.0,6.8,Drama,2016.0,109.0,6.8,2016.0,Drama
"Dude, Where's My Car? ",83.0,5.5,Comedy|Mystery,2000.0,83.0,5.5,2000.0,Comedy|Mystery
Young Guns ,107.0,6.8,Action|Crime|Drama|Thriller|Western,1988.0,107.0,6.8,1988.0,Action|Crime|Drama|Thriller|Western
St. Vincent ,102.0,7.3,Comedy|Drama,2014.0,102.0,7.3,2014.0,Comedy|Drama
About Last Night ,100.0,6.1,Comedy|Romance,2014.0,100.0,6.1,2014.0,Comedy|Romance
10 Things I Hate About You ,97.0,7.2,Comedy|Drama|Romance,1999.0,97.0,7.2,1999.0,Comedy|Drama|Romance
The New Guy ,92.0,5.9,Comedy,2002.0,92.0,5.9,2002.0,Comedy
Loaded Weapon 1 ,84.0,6.1,Action|Comedy|Crime,1993.0,84.0,6.1,1993.0,Action|Comedy|Crime
The Shallows ,86.0,6.8,Drama|Horror|Thriller,2016.0,86.0,6.8,2016.0,Drama|Horror|Thriller
The Butterfly Effect ,120.0,7.7,Sci-Fi|Thriller,2004.0,120.0,7.7,2004.0,Sci-Fi|Thriller
Snow Day ,89.0,4.9,Adventure|Comedy|Family,2000.0,89.0,4.9,2000.0,Adventure|Comedy|Family
This Christmas ,117.0,6.1,Comedy|Drama|Romance,2007.0,117.0,6.1,2007.0,Comedy|Drama|Romance
Baby Geniuses ,97.0,2.5,Comedy|Crime|Family|Sci-Fi,1999.0,97.0,2.5,1999.0,Comedy|Crime|Family|Sci-Fi
The Big Hit ,91.0,6.1,Action|Comedy|Crime|Thriller,1998.0,91.0,6.1,1998.0,Action|Comedy|Crime|Thriller
Harriet the Spy ,100.0,5.9,Comedy|Drama|Family,1996.0,100.0,5.9,1996.0,Comedy|Drama|Family
Child's Play 2 ,72.0,5.7,Fantasy|Horror,1990.0,72.0,5.7,1990.0,Fantasy|Horror
No Good Deed ,84.0,5.6,Crime|Thriller,2014.0,84.0,5.6,2014.0,Crime|Thriller
The Mist ,126.0,7.2,Horror,2007.0,126.0,7.2,2007.0,Horror
Ex Machina ,108.0,7.7,Drama|Mystery|Sci-Fi|Thriller,2015.0,108.0,7.7,2015.0,Drama|Mystery|Sci-Fi|Thriller
Being John Malkovich ,112.0,7.8,Comedy|Drama|Fantasy,1999.0,112.0,7.8,1999.0,Comedy|Drama|Fantasy
Two Can Play That Game ,90.0,6.1,Comedy|Romance,2001.0,90.0,6.1,2001.0,Comedy|Romance
Earth to Echo ,91.0,5.8,Adventure|Family|Sci-Fi,2014.0,91.0,5.8,2014.0,Adventure|Family|Sci-Fi
Crazy/Beautiful ,135.0,6.5,Drama|Romance,2001.0,135.0,6.5,2001.0,Drama|Romance
Letters from Iwo Jima ,141.0,7.9,Drama|History|War,2006.0,141.0,7.9,2006.0,Drama|History|War
The Astronaut Farmer ,104.0,6.3,Adventure|Drama|Sci-Fi,2006.0,104.0,6.3,2006.0,Adventure|Drama|Sci-Fi
Woo ,84.0,3.8,Comedy|Romance,1998.0,84.0,3.8,1998.0,Comedy|Romance
Room ,118.0,8.3,Drama,2015.0,118.0,8.3,2015.0,Drama
Dirty Work ,82.0,6.4,Comedy,1998.0,82.0,6.4,1998.0,Comedy
Serial Mom ,95.0,6.7,Comedy|Crime|Thriller,1994.0,95.0,6.7,1994.0,Comedy|Crime|Thriller
Dick ,94.0,6.1,Comedy,1999.0,94.0,6.1,1999.0,Comedy
Light It Up ,99.0,6.0,Drama|Thriller,1999.0,99.0,6.0,1999.0,Drama|Thriller
54 ,121.0,5.8,Drama|Music,1998.0,121.0,5.8,1998.0,Drama|Music
Bubble Boy ,84.0,5.6,Adventure|Comedy|Romance|Sci-Fi,2001.0,84.0,5.6,2001.0,Adventure|Comedy|Romance|Sci-Fi
Birthday Girl ,93.0,6.1,Comedy|Crime|Thriller,2001.0,93.0,6.1,2001.0,Comedy|Crime|Thriller
21 & Over ,93.0,5.9,Comedy,2013.0,93.0,5.9,2013.0,Comedy
"Paris, je t'aime ",120.0,7.3,Comedy|Drama|Romance,2006.0,120.0,7.3,2006.0,Comedy|Drama|Romance
Resurrecting the Champ ,112.0,6.8,Drama|Sport,2007.0,112.0,6.8,2007.0,Drama|Sport
Admission ,107.0,5.7,Comedy|Drama|Romance,2013.0,107.0,5.7,2013.0,Comedy|Drama|Romance
The Widow of Saint-Pierre ,112.0,7.3,Drama|Romance,2000.0,112.0,7.3,2000.0,Drama|Romance
Chloe ,96.0,6.3,Drama|Mystery|Romance|Thriller,2009.0,96.0,6.3,2009.0,Drama|Mystery|Romance|Thriller
Faithful ,91.0,5.9,Comedy|Crime|Drama,1996.0,91.0,5.9,1996.0,Comedy|Crime|Drama
Find Me Guilty ,125.0,7.1,Biography|Comedy|Crime|Drama,2006.0,125.0,7.1,2006.0,Biography|Comedy|Crime|Drama
The Perks of Being a Wallflower ,102.0,8.0,Drama|Romance,2012.0,102.0,8.0,2012.0,Drama|Romance
Excessive Force ,87.0,5.1,Action,1993.0,87.0,5.1,1993.0,Action
Infamous ,118.0,7.1,Biography|Crime|Drama,2006.0,118.0,7.1,2006.0,Biography|Crime|Drama
The Claim ,115.0,6.5,Drama|Romance|Western,2000.0,115.0,6.5,2000.0,Drama|Romance|Western
The Vatican Tapes ,91.0,4.5,Horror|Thriller,2015.0,91.0,4.5,2015.0,Horror|Thriller
Attack the Block ,88.0,6.6,Action|Comedy|Sci-Fi|Thriller,2011.0,88.0,6.6,2011.0,Action|Comedy|Sci-Fi|Thriller
In the Land of Blood and Honey ,127.0,4.3,Drama|Romance|War,2011.0,127.0,4.3,2011.0,Drama|Romance|War
The Call ,94.0,6.7,Crime|Thriller,2013.0,94.0,6.7,2013.0,Crime|Thriller
Operation Chromite ,115.0,6.8,Action|Drama|History|War,2016.0,115.0,6.8,2016.0,Action|Drama|History|War
The Crocodile Hunter: Collision Course ,90.0,5.4,Action|Adventure|Comedy|Family,2002.0,90.0,5.4,2002.0,Action|Adventure|Comedy|Family
I Love You Phillip Morris ,102.0,6.6,Biography|Comedy|Crime|Drama|Romance,2009.0,102.0,6.6,2009.0,Biography|Comedy|Crime|Drama|Romance
Quest for Fire ,100.0,7.4,Adventure|Drama|History,1981.0,100.0,7.4,1981.0,Adventure|Drama|History
Antwone Fisher ,117.0,7.3,Biography|Drama,2002.0,117.0,7.3,2002.0,Biography|Drama
The Emperor's Club ,109.0,6.9,Drama,2002.0,109.0,6.9,2002.0,Drama
True Romance ,121.0,8.0,Action|Crime|Drama|Romance|Thriller,1993.0,121.0,8.0,1993.0,Action|Crime|Drama|Romance|Thriller
Womb ,111.0,6.4,Drama|Romance|Sci-Fi,2010.0,111.0,6.4,2010.0,Drama|Romance|Sci-Fi
Glengarry Glen Ross ,100.0,7.8,Crime|Drama|Mystery,1992.0,100.0,7.8,1992.0,Crime|Drama|Mystery
The Killer Inside Me ,109.0,6.1,Crime|Drama|Thriller,2010.0,109.0,6.1,2010.0,Crime|Drama|Thriller
Cat People ,93.0,6.1,Fantasy|Horror|Thriller,1982.0,93.0,6.1,1982.0,Fantasy|Horror|Thriller
Sorority Row ,101.0,5.1,Horror|Mystery,2009.0,101.0,5.1,2009.0,Horror|Mystery
The Prisoner of Zenda ,101.0,7.8,Adventure|Drama|Romance,1937.0,101.0,7.8,1937.0,Adventure|Drama|Romance
Lars and the Real Girl ,106.0,7.4,Comedy|Drama|Romance,2007.0,106.0,7.4,2007.0,Comedy|Drama|Romance
The Boy in the Striped Pajamas ,94.0,7.8,Drama|War,2008.0,94.0,7.8,2008.0,Drama|War
Dancer in the Dark ,140.0,8.0,Crime|Drama|Musical,2000.0,140.0,8.0,2000.0,Crime|Drama|Musical
Oscar and Lucinda ,132.0,6.7,Drama|Romance,1997.0,132.0,6.7,1997.0,Drama|Romance
The Funeral ,99.0,6.6,Crime|Drama,1996.0,99.0,6.6,1996.0,Crime|Drama
Solitary Man ,90.0,6.4,Comedy|Drama|Romance,2009.0,90.0,6.4,2009.0,Comedy|Drama|Romance
Machete ,105.0,6.7,Action|Crime|Thriller,2010.0,105.0,6.7,2010.0,Action|Crime|Thriller
Casino Jack ,108.0,6.2,Biography|Comedy|Crime|Drama,2010.0,108.0,6.2,2010.0,Biography|Comedy|Crime|Drama
The Land Before Time ,69.0,7.3,Adventure|Animation|Family,1988.0,69.0,7.3,1988.0,Adventure|Animation|Family
Tae Guk Gi: The Brotherhood of War ,148.0,8.1,Action|Drama|War,2004.0,148.0,8.1,2004.0,Action|Drama|War
The Perfect Game ,118.0,7.0,Comedy|Drama|Family|Sport,2009.0,118.0,7.0,2009.0,Comedy|Drama|Family|Sport
The Exorcist ,132.0,8.0,Horror,1973.0,132.0,8.0,1973.0,Horror
Jaws ,130.0,8.0,Adventure|Drama|Thriller,1975.0,130.0,8.0,1975.0,Adventure|Drama|Thriller
American Pie ,95.0,7.0,Comedy,1999.0,95.0,7.0,1999.0,Comedy
Ernest & Celestine ,80.0,7.9,Animation|Comedy|Crime|Drama|Family,2012.0,80.0,7.9,2012.0,Animation|Comedy|Crime|Drama|Family
The Golden Child ,94.0,5.9,Action|Adventure|Comedy|Fantasy|Mystery,1986.0,94.0,5.9,1986.0,Action|Adventure|Comedy|Fantasy|Mystery
Think Like a Man ,122.0,6.6,Comedy|Romance,2012.0,122.0,6.6,2012.0,Comedy|Romance
Barbershop ,102.0,6.3,Comedy|Drama,2002.0,102.0,6.3,2002.0,Comedy|Drama
Star Trek II: The Wrath of Khan ,116.0,7.7,Action|Adventure|Sci-Fi,1982.0,116.0,7.7,1982.0,Action|Adventure|Sci-Fi
Ace Ventura: Pet Detective ,78.0,6.9,Comedy,1994.0,78.0,6.9,1994.0,Comedy
WarGames ,114.0,7.1,Sci-Fi|Thriller,1983.0,114.0,7.1,1983.0,Sci-Fi|Thriller
Witness ,112.0,7.4,Crime|Drama|Romance|Thriller,1985.0,112.0,7.4,1985.0,Crime|Drama|Romance|Thriller
Act of Valor ,110.0,6.5,Action|Adventure|Drama|Thriller|War,2012.0,110.0,6.5,2012.0,Action|Adventure|Drama|Thriller|War
Step Up ,104.0,6.5,Crime|Drama|Music|Romance,2006.0,104.0,6.5,2006.0,Crime|Drama|Music|Romance
Beavis and Butt-Head Do America ,81.0,6.8,Adventure|Animation|Comedy|Crime,1996.0,81.0,6.8,1996.0,Adventure|Animation|Comedy|Crime
Jackie Brown ,154.0,7.5,Crime|Thriller,1997.0,154.0,7.5,1997.0,Crime|Thriller
Harold & Kumar Escape from Guantanamo Bay ,102.0,6.6,Adventure|Comedy,2008.0,102.0,6.6,2008.0,Adventure|Comedy
Chronicle ,89.0,7.1,Drama|Sci-Fi|Thriller,2012.0,89.0,7.1,2012.0,Drama|Sci-Fi|Thriller
Yentl ,132.0,6.6,Drama|Musical|Romance,1983.0,132.0,6.6,1983.0,Drama|Musical|Romance
Time Bandits ,103.0,7.0,Adventure|Comedy|Fantasy|Sci-Fi,1981.0,103.0,7.0,1981.0,Adventure|Comedy|Fantasy|Sci-Fi
Crossroads ,93.0,3.3,Comedy|Drama,2002.0,93.0,3.3,2002.0,Comedy|Drama
Project X ,93.0,6.7,Comedy|Crime,2012.0,93.0,6.7,2012.0,Comedy|Crime
Patton ,172.0,8.0,Biography|Drama|War,1970.0,172.0,8.0,1970.0,Biography|Drama|War
One Hour Photo ,96.0,6.8,Drama|Thriller,2002.0,96.0,6.8,2002.0,Drama|Thriller
Quarantine ,89.0,6.0,Horror|Sci-Fi|Thriller,2008.0,89.0,6.0,2008.0,Horror|Sci-Fi|Thriller
The Eye ,92.0,5.4,Horror|Mystery,2008.0,92.0,5.4,2008.0,Horror|Mystery
Johnson Family Vacation ,97.0,4.3,Comedy,2004.0,97.0,4.3,2004.0,Comedy
How High ,93.0,6.2,Comedy|Fantasy,2001.0,93.0,6.2,2001.0,Comedy|Fantasy
The Muppet Christmas Carol ,89.0,7.7,Comedy|Drama|Family|Fantasy|Musical,1992.0,89.0,7.7,1992.0,Comedy|Drama|Family|Fantasy|Musical
Frida ,123.0,7.4,Biography|Drama|Romance,2002.0,123.0,7.4,2002.0,Biography|Drama|Romance
Katy Perry: Part of Me ,93.0,5.9,Documentary|Music,2012.0,93.0,5.9,2012.0,Documentary|Music
The Fault in Our Stars ,133.0,7.8,Drama|Romance,2014.0,133.0,7.8,2014.0,Drama|Romance
Rounders ,121.0,7.4,Crime|Drama,1998.0,121.0,7.4,1998.0,Crime|Drama
Top Five ,102.0,6.5,Comedy|Romance,2014.0,102.0,6.5,2014.0,Comedy|Romance
Prophecy ,102.0,5.4,Horror|Sci-Fi,1979.0,102.0,5.4,1979.0,Horror|Sci-Fi
Stir of Echoes ,99.0,7.0,Horror|Mystery|Thriller,1999.0,99.0,7.0,1999.0,Horror|Mystery|Thriller
Philomena ,98.0,7.6,Biography|Drama,2013.0,98.0,7.6,2013.0,Biography|Drama
The Upside of Anger ,118.0,6.9,Comedy|Drama,2005.0,118.0,6.9,2005.0,Comedy|Drama
The Boys from Brazil ,125.0,7.0,Drama|Thriller,1978.0,125.0,7.0,1978.0,Drama|Thriller
Aquamarine ,104.0,5.3,Comedy|Family|Fantasy|Romance,2006.0,104.0,5.3,2006.0,Comedy|Family|Fantasy|Romance
Paper Towns ,109.0,6.4,Drama|Mystery|Romance,2015.0,109.0,6.4,2015.0,Drama|Mystery|Romance
My Baby's Daddy ,86.0,4.5,Comedy,2004.0,86.0,4.5,2004.0,Comedy
Nebraska ,115.0,7.8,Adventure|Comedy|Drama,2013.0,115.0,7.8,2013.0,Adventure|Comedy|Drama
Tales from the Crypt: Demon Knight ,92.0,6.7,Action|Fantasy|Horror|Thriller,1995.0,92.0,6.7,1995.0,Action|Fantasy|Horror|Thriller
Max Keeble's Big Move ,91.0,5.3,Comedy|Crime|Family,2001.0,91.0,5.3,2001.0,Comedy|Crime|Family
Young Adult ,94.0,6.3,Comedy|Drama,2011.0,94.0,6.3,2011.0,Comedy|Drama
Crank ,93.0,7.0,Action|Crime|Thriller,2006.0,93.0,7.0,2006.0,Action|Crime|Thriller
How to Be a Player ,93.0,5.3,Comedy,1997.0,93.0,5.3,1997.0,Comedy
Living Out Loud ,100.0,6.6,Comedy|Drama|Romance,1998.0,100.0,6.6,1998.0,Comedy|Drama|Romance
Just Wright ,100.0,5.8,Comedy|Romance|Sport,2010.0,100.0,5.8,2010.0,Comedy|Romance|Sport
Rachel Getting Married ,113.0,6.7,Drama|Romance,2008.0,113.0,6.7,2008.0,Drama|Romance
The Postman Always Rings Twice ,122.0,6.6,Crime|Drama|Romance|Thriller,1981.0,122.0,6.6,1981.0,Crime|Drama|Romance|Thriller
Girl with a Pearl Earring ,100.0,7.0,Biography|Drama|Romance,2003.0,100.0,7.0,2003.0,Biography|Drama|Romance
Das Boot ,293.0,8.4,Adventure|Drama|Thriller|War,1981.0,293.0,8.4,1981.0,Adventure|Drama|Thriller|War
Sorority Boys ,93.0,5.4,Comedy,2002.0,93.0,5.4,2002.0,Comedy
About Time ,123.0,7.8,Drama|Fantasy|Romance,2013.0,123.0,7.8,2013.0,Drama|Fantasy|Romance
House of Flying Daggers ,119.0,7.6,Action|Adventure|Drama|Romance,2004.0,119.0,7.6,2004.0,Action|Adventure|Drama|Romance
Arbitrage ,107.0,6.6,Drama|Thriller,2012.0,107.0,6.6,2012.0,Drama|Thriller
Project Almanac ,106.0,6.4,Sci-Fi|Thriller,2015.0,106.0,6.4,2015.0,Sci-Fi|Thriller
Cadillac Records ,109.0,7.0,Biography|Drama|Music,2008.0,109.0,7.0,2008.0,Biography|Drama|Music
Screwed ,81.0,5.7,Comedy|Crime,2000.0,81.0,5.7,2000.0,Comedy|Crime
Fortress ,95.0,5.9,Action|Crime|Sci-Fi|Thriller,1992.0,95.0,5.9,1992.0,Action|Crime|Sci-Fi|Thriller
For Your Consideration ,86.0,6.3,Comedy,2006.0,86.0,6.3,2006.0,Comedy
Celebrity ,113.0,6.3,Comedy|Drama,1998.0,113.0,6.3,1998.0,Comedy|Drama
Running with Scissors ,122.0,6.2,Comedy|Drama,2006.0,122.0,6.2,2006.0,Comedy|Drama
From Justin to Kelly ,90.0,2.1,Comedy|Musical|Romance,2003.0,90.0,2.1,2003.0,Comedy|Musical|Romance
Girl 6 ,108.0,5.0,Comedy|Drama,1996.0,108.0,5.0,1996.0,Comedy|Drama
In the Cut ,113.0,5.3,Mystery|Thriller,2003.0,113.0,5.3,2003.0,Mystery|Thriller
Two Lovers ,110.0,7.1,Drama|Romance,2008.0,110.0,7.1,2008.0,Drama|Romance
Last Orders ,109.0,7.0,Drama,2001.0,109.0,7.0,2001.0,Drama
The Pursuit of D.B. Cooper ,100.0,5.7,Adventure|Crime|Thriller,1981.0,100.0,5.7,1981.0,Adventure|Crime|Thriller
Ravenous ,101.0,7.1,Fantasy|Horror|Thriller,1999.0,101.0,7.1,1999.0,Fantasy|Horror|Thriller
Charlie Bartlett ,97.0,7.0,Comedy|Drama|Romance,2007.0,97.0,7.0,2007.0,Comedy|Drama|Romance
The Great Beauty ,172.0,7.7,Drama,2013.0,172.0,7.7,2013.0,Drama
The Dangerous Lives of Altar Boys ,104.0,7.1,Comedy|Drama,2002.0,104.0,7.1,2002.0,Comedy|Drama
Stoker ,99.0,6.8,Drama|Thriller,2013.0,99.0,6.8,2013.0,Drama|Thriller
2046 ,129.0,7.5,Drama|Romance|Sci-Fi,2004.0,129.0,7.5,2004.0,Drama|Romance|Sci-Fi
Married Life ,91.0,6.3,Crime|Drama|Romance,2007.0,91.0,6.3,2007.0,Crime|Drama|Romance
Duma ,100.0,7.3,Adventure|Drama|Family,2005.0,100.0,7.3,2005.0,Adventure|Drama|Family
Ondine ,111.0,6.8,Drama|Mystery|Romance,2009.0,111.0,6.8,2009.0,Drama|Mystery|Romance
Brother ,114.0,7.2,Crime|Drama|Thriller,2000.0,114.0,7.2,2000.0,Crime|Drama|Thriller
Welcome to Collinwood ,86.0,6.4,Comedy|Crime,2002.0,86.0,6.4,2002.0,Comedy|Crime
Critical Care ,107.0,6.0,Comedy|Drama,1997.0,107.0,6.0,1997.0,Comedy|Drama
The Life Before Her Eyes ,90.0,6.4,Drama|Mystery|Thriller,2007.0,90.0,6.4,2007.0,Drama|Mystery|Thriller
Darling Companion ,103.0,5.1,Comedy|Drama|Romance,2012.0,103.0,5.1,2012.0,Comedy|Drama|Romance
Trade ,120.0,7.5,Crime|Drama|Thriller,2007.0,120.0,7.5,2007.0,Crime|Drama|Thriller
Fateless ,134.0,7.1,Drama|Romance|War,2005.0,134.0,7.1,2005.0,Drama|Romance|War
Breakfast of Champions ,110.0,4.6,Comedy,1999.0,110.0,4.6,1999.0,Comedy
"A Woman, a Gun and a Noodle Shop ",95.0,5.7,Comedy|Drama,2009.0,95.0,5.7,2009.0,Comedy|Drama
Cypher ,95.0,6.8,Mystery|Romance|Sci-Fi|Thriller,2002.0,95.0,6.8,2002.0,Mystery|Romance|Sci-Fi|Thriller
City of Life and Death ,132.0,7.7,Drama|History|War,2009.0,132.0,7.7,2009.0,Drama|History|War
Legend of Kung Fu Rabbit ,89.0,3.2,Action|Adventure|Animation|Comedy|Family,2011.0,89.0,3.2,2011.0,Action|Adventure|Animation|Comedy|Family
Space Battleship Yamato ,138.0,6.1,Action|Adventure|Drama|Sci-Fi,2010.0,138.0,6.1,2010.0,Action|Adventure|Drama|Sci-Fi
5 Days of War ,113.0,5.6,Action|Drama|War,2011.0,113.0,5.6,2011.0,Action|Drama|War
Triangle ,99.0,6.9,Fantasy|Mystery|Thriller,2009.0,99.0,6.9,2009.0,Fantasy|Mystery|Thriller
10 Days in a Madhouse ,111.0,7.5,Drama,2015.0,111.0,7.5,2015.0,Drama
Heaven Is for Real ,99.0,5.8,Biography|Drama,2014.0,99.0,5.8,2014.0,Biography|Drama
Snatch ,104.0,8.3,Comedy|Crime,2000.0,104.0,8.3,2000.0,Comedy|Crime
Dancin' It's On ,89.0,2.8,Family|Musical,2015.0,89.0,2.8,2015.0,Family|Musical
Pet Sematary ,103.0,6.6,Fantasy|Horror,1989.0,103.0,6.6,1989.0,Fantasy|Horror
Madadayo ,134.0,7.5,Drama,1993.0,134.0,7.5,1993.0,Drama
The Cry of the Owl ,100.0,6.0,Drama|Thriller,2009.0,100.0,6.0,2009.0,Drama|Thriller
A Tale of Three Cities ,130.0,6.2,Drama,2015.0,130.0,6.2,2015.0,Drama
Gremlins ,106.0,7.2,Comedy|Fantasy|Horror,1984.0,106.0,7.2,1984.0,Comedy|Fantasy|Horror
Star Wars: Episode IV - A New Hope ,125.0,8.7,Action|Adventure|Fantasy|Sci-Fi,1977.0,125.0,8.7,1977.0,Action|Adventure|Fantasy|Sci-Fi
Dirty Grandpa ,109.0,6.0,Comedy,2016.0,109.0,6.0,2016.0,Comedy
Doctor Zhivago ,200.0,8.0,Drama|Romance|War,1965.0,200.0,8.0,1965.0,Drama|Romance|War
Trash ,114.0,7.2,Adventure|Crime|Drama|Mystery|Thriller,2014.0,114.0,7.2,2014.0,Adventure|Crime|Drama|Mystery|Thriller
High School Musical 3: Senior Year ,112.0,4.5,Comedy|Drama|Family|Music|Musical|Romance,2008.0,112.0,4.5,2008.0,Comedy|Drama|Family|Music|Musical|Romance
The Fighter ,116.0,7.9,Biography|Drama|Sport,2010.0,116.0,7.9,2010.0,Biography|Drama|Sport
Jackass Number Two ,92.0,7.1,Action|Comedy|Documentary,2006.0,92.0,7.1,2006.0,Action|Comedy|Documentary
My Cousin Vinny ,120.0,7.5,Comedy|Crime,1992.0,120.0,7.5,1992.0,Comedy|Crime
If I Stay ,107.0,6.8,Drama|Fantasy|Music|Romance,2014.0,107.0,6.8,2014.0,Drama|Fantasy|Music|Romance
Drive Hard ,92.0,4.3,Action|Comedy|Crime,2014.0,92.0,4.3,2014.0,Action|Comedy|Crime
Major League ,107.0,7.2,Comedy|Sport,1989.0,107.0,7.2,1989.0,Comedy|Sport
St. Trinian's ,100.0,5.8,Comedy,2007.0,100.0,5.8,2007.0,Comedy
Phone Booth ,81.0,7.1,Crime|Thriller,2002.0,81.0,7.1,2002.0,Crime|Thriller
A Walk to Remember ,101.0,7.4,Drama|Romance,2002.0,101.0,7.4,2002.0,Drama|Romance
Dead Man Walking ,122.0,7.6,Crime|Drama,1995.0,122.0,7.6,1995.0,Crime|Drama
Cruel Intentions ,97.0,6.9,Drama|Romance,1999.0,97.0,6.9,1999.0,Drama|Romance
Saw VI ,92.0,6.0,Horror|Mystery,2009.0,92.0,6.0,2009.0,Horror|Mystery
History of the World: Part I ,92.0,6.9,Comedy,1981.0,92.0,6.9,1981.0,Comedy
The Secret Life of Bees ,110.0,7.3,Drama,2008.0,110.0,7.3,2008.0,Drama
Corky Romano ,86.0,4.6,Comedy|Crime,2001.0,86.0,4.6,2001.0,Comedy|Crime
Raising Cain ,91.0,6.0,Crime|Drama|Thriller,1992.0,91.0,6.0,1992.0,Crime|Drama|Thriller
F.I.S.T. ,145.0,6.4,Drama,1978.0,145.0,6.4,1978.0,Drama
Invaders from Mars ,100.0,5.5,Horror|Sci-Fi,1986.0,100.0,5.5,1986.0,Horror|Sci-Fi
Brooklyn ,111.0,7.5,Drama|Romance,2015.0,111.0,7.5,2015.0,Drama|Romance
Barry Lyndon ,184.0,8.1,Adventure|Drama|History|War,1975.0,184.0,8.1,1975.0,Adventure|Drama|History|War
Out Cold ,89.0,6.3,Comedy|Sport,2001.0,89.0,6.3,2001.0,Comedy|Sport
The Ladies Man ,84.0,5.1,Comedy,2000.0,84.0,5.1,2000.0,Comedy
Quartet ,98.0,6.8,Comedy|Drama,2012.0,98.0,6.8,2012.0,Comedy|Drama
Tomcats ,95.0,5.3,Comedy,2001.0,95.0,5.3,2001.0,Comedy
Frailty ,100.0,7.3,Crime|Drama|Thriller,2001.0,100.0,7.3,2001.0,Crime|Drama|Thriller
Woman in Gold ,109.0,7.3,Biography|Drama|History,2015.0,109.0,7.3,2015.0,Biography|Drama|History
Kinsey ,118.0,7.1,Biography|Drama,2004.0,118.0,7.1,2004.0,Biography|Drama
Army of Darkness ,88.0,7.6,Comedy|Fantasy|Horror,1992.0,88.0,7.6,1992.0,Comedy|Fantasy|Horror
Slackers ,86.0,5.3,Comedy|Romance,2002.0,86.0,5.3,2002.0,Comedy|Romance
What's Eating Gilbert Grape ,118.0,7.8,Drama|Romance,1993.0,118.0,7.8,1993.0,Drama|Romance
The Visual Bible: The Gospel of John ,125.0,7.7,Biography|Drama|History,2003.0,125.0,7.7,2003.0,Biography|Drama|History
Vera Drake ,125.0,7.7,Crime|Drama,2004.0,125.0,7.7,2004.0,Crime|Drama
The Guru ,94.0,5.4,Comedy|Music|Romance,2002.0,94.0,5.4,2002.0,Comedy|Music|Romance
The Perez Family ,113.0,6.2,Comedy|Drama|Romance,1995.0,113.0,6.2,1995.0,Comedy|Drama|Romance
Inside Llewyn Davis ,104.0,7.4,Drama|Music,2013.0,104.0,7.4,2013.0,Drama|Music
O ,95.0,6.2,Drama|Romance|Thriller,2001.0,95.0,6.2,2001.0,Drama|Romance|Thriller
Return to the Blue Lagoon ,102.0,5.1,Adventure|Drama|Romance,1991.0,102.0,5.1,1991.0,Adventure|Drama|Romance
The Molly Maguires ,124.0,6.9,Drama|History,1970.0,124.0,6.9,1970.0,Drama|History
Romance & Cigarettes ,105.0,6.3,Comedy|Musical|Romance,2005.0,105.0,6.3,2005.0,Comedy|Musical|Romance
Copying Beethoven ,104.0,6.8,Biography|Drama|Music,2006.0,104.0,6.8,2006.0,Biography|Drama|Music
Brighton Rock ,111.0,5.7,Crime|Drama|Thriller,2010.0,111.0,5.7,2010.0,Crime|Drama|Thriller
Saw V ,95.0,5.8,Horror|Mystery,2008.0,95.0,5.8,2008.0,Horror|Mystery
Machine Gun McCain ,96.0,6.2,Crime|Drama|Thriller,1969.0,96.0,6.2,1969.0,Crime|Drama|Thriller
LOL ,97.0,4.3,Comedy|Drama|Romance,2012.0,97.0,4.3,2012.0,Comedy|Drama|Romance
Jindabyne ,118.0,6.4,Crime|Drama|Mystery|Thriller,2006.0,118.0,6.4,2006.0,Crime|Drama|Mystery|Thriller
Kabhi Alvida Naa Kehna ,193.0,6.0,Drama,2006.0,193.0,6.0,2006.0,Drama
An Ideal Husband ,97.0,6.9,Comedy|Romance,1999.0,97.0,6.9,1999.0,Comedy|Romance
